QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	AnswerPhrase1	AnswerPhrase2	AnswerPhrase3
Q1550	what year did mexico gain independence from spain	D1468	Mexican War of Independence	D1468-0	The Mexican War of Independence (1810–1821) was an armed conflict between the people of Mexico and the Spanish colonial authorities which started on September 16, 1810.	1821	1821	
Q1551	What are procedure codes terms in coding?	D1469	Procedure codes	D1469-0	Procedure codes are numbers or alphanumeric codes used to identify specific health interventions taken by medical professionals.	numbers or alphanumeric codes used to identify specific health interventions taken by medical professionals	numbers or alphanumeric codes used to identify specific health interventions taken by medical professionals	
Q1553	what is a Four Lokos	D1471	Four Loko	D1471-0	Four Loko is a line of alcoholic beverages , originally marketed as energy drinks , sold by Phusion Projects of Chicago, Illinois .	a line of alcoholic beverages , originally marketed as energy drinks , sold by Phusion Projects of Chicago, Illinois	Four Loko is a line of alcoholic beverages , originally marketed as energy drinks , sold by Phusion Projects of Chicago, Illinois	
Q1555	what is a fret on a guitar	D1473	Fret	D1473-1	A fret is a raised element on the neck of a stringed instrument .	a raised element on the neck of a stringed instrument	a raised element on the neck of a stringed instrument	
Q1559	what year was smokey the bear invented	D1477	Smokey Bear	D1477-2	An advertising campaign featuring Smokey was created in 1944 with the slogan, "Smokey Says – Care Will Prevent 9 out of 10 Forest Fires".	1944	1944	
Q1561	who said tv is a vast wasteland	D1479	Newton N. Minow	D1479-0	Newton Norman Minow (born January 17, 1926) is an American attorney and former Chairman of the Federal Communications Commission .	Newton Norman Minow	NO_ANS	
Q1562	what is a duvet cover used for	D1480	Duvet	D1480-1	A duvet ( or ; ; from the French duvet "down"), also known as a doona in Australian English or a continental quilt (or simply quilt) in British English , but this usage is no longer common, is a type of bedding , a soft flat bag filled with down , feathers , wool , silk or a synthetic alternative, and protected with a removable cover, analogous to a pillow and pillow case.	a type of bedding , a soft flat bag filled with down , feathers , wool , silk or a synthetic alternative, and protected with a removable cover, analogous to a pillow and pillow case	a type of bedding , a soft flat bag filled with down , feathers , wool , silk or a synthetic alternative, and protected with a removable cover, analogous to a pillow and pillow case	
Q1563	who did mr bojangles	D1481	Mr. Bojangles (song)	D1481-1	"Mr. Bojangles" is the title of a song originally written and recorded by American country music artist Jerry Jeff Walker for his 1968 album of the same title.	Jerry Jeff Walker	Jerry Jeff Walker	
Q1574	what is an agents job role in film	D1492	Talent agent	D1492-0	A talent agent, or booking agent, is a person who finds jobs for actors , authors , film directors , musicians , models , producers, professional athletes , writers and other people in various entertainment businesses.	finds jobs for actors , authors , film directors , musicians , models , producers, professional athletes , writers and other people in various entertainment businesses	a person who finds jobs for actors , authors , film directors , musicians , models , producers, professional athletes , writers and other people in various entertainment businesses	
Q1574	what is an agents job role in film	D1492	Talent agent	D1492-1	An agent also defends, supports and promotes the interest of his/her clients.	defends, supports and promotes the interest of his/her clients	defends, supports and promotes the interest of his/her clients	
Q1575	who discovered the 2 moons of mars,Phobos and Deimos	D1493	Moons of Mars	D1493-1	Both satellites were discovered in 1877 by Asaph Hall and are named after the characters Phobos (panic/fear) and Deimos (terror/dread) who, in Greek mythology , accompanied their father Ares , god of war, into battle.	Asaph Hall	Asaph Hall	
Q1576	WHAT IS A LAW ENFORCEMENT MURDER BOOK	D1494	Murder book	D1494-0	In law enforcement parlance, the term murder book refers to the case file of a murder investigation.	the case file of a murder investigation	the case file of a murder investigation	
Q1580	where does angela davis currently work	D1498	Angela Davis	D1498-3	She is a retired professor with the History of Consciousness Department at the University of California, Santa Cruz , and is the former director of the university's Feminist Studies department.	History of Consciousness Department at the University of California, Santa Cruz	retired professor	
Q1581	when album love always released	D1499	Love Always	D1499-0	Love Always is the debut album of American R&B duo K-Ci & JoJo , released on June 17, 1997, by MCA Records .	June 17, 1997	June 17, 1997	
Q1583	who wrote west side story	D1501	West Side Story	D1501-0	West Side Story is an American musical with a book by Arthur Laurents , music by Leonard Bernstein , lyrics by Stephen Sondheim , and conception and choreography by Jerome Robbins .	Arthur Laurents	Arthur Laurents	
Q1587	who killed robert kennedy	D1505	Assassination of Robert F. Kennedy	D1505-2	Sirhan Sirhan , a 24-year-old Palestinian / Jordanian immigrant , was convicted of Kennedy's murder and is serving a life sentence for the crime.	Sirhan Sirhan	Sirhan Sirhan	
Q1589	when Harry met Sally case	D1507	When Harry Met Sally...	D1507-3	The film raises the question "Can men and women ever just be friends?" and advances many ideas about relationships that became household concepts, such as those of the "" girlfriend and the "transitional person".	NO_ANS	NO_ANS	
Q1590	who owns hamburger helper	D1508	Hamburger Helper	D1508-4	It is made by General Mills .	General Mills	General Mills	
Q1591	what makes a dwarf planet	D1509	Dwarf planet	D1509-6	A dwarf planet is a planetary-mass object that is neither a planet nor a satellite .	a planetary-mass object that is neither a planet nor a satellite	a planetary-mass object that is neither a planet nor a satellite	
Q1591	what makes a dwarf planet	D1509	Dwarf planet	D1509-7	More explicitly, the International Astronomical Union (IAU) defines a dwarf planet as a celestial body in direct orbit of the Sun that is massive enough for its shape to be controlled by gravitation , but that unlike a planet has not cleared its orbital region of other objects.	a celestial body in direct orbit of the Sun that is massive enough for its shape to be controlled by gravitation , but that unlike a planet has not cleared its orbital region of other objects	a celestial body in direct orbit of the Sun that is massive enough for its shape to be controlled by gravitation , but that unlike a planet has not cleared its orbital region of other objects	
Q1593	when did jack lalanne die	D1511	Jack LaLanne	D1511-0	Francois Henri "Jack" LaLanne (September 26, 1914 - January 23, 2011) was an American fitness , exercise , and nutritional expert and motivational speaker who is sometimes called "the godfather of fitness" and the "first fitness superhero."	January 23, 2011	January 23, 2011	
Q1598	who made the original care bears	D1516	Care Bears	D1516-0	The Care Bears are characters created by American Greetings in 1981 for use on greeting cards .	American Greetings	American Greetings	
Q1600	what states does interstate 70 travel through	D1518	Interstate 70	D1518-0	Interstate 70 (I-70) is an Interstate Highway in the United States that runs from Interstate 15 near Cove Fort, Utah , to a Park and Ride near Baltimore, Maryland .	Utah	Cove Fort, Utah , to a Park and Ride near Baltimore, Maryland	
Q1601	when do solar eclipses happen?	D1519	Solar eclipse	D1519-1	As seen from the Earth , a solar eclipse occurs when the Moon passes between the Sun and Earth, and the Moon fully or partially blocks (" occults ") the Sun.	when the Moon passes between the Sun and Earth, and the Moon fully or partially blocks (" occults ") the Sun	when the Moon passes between the Sun and Earth, and the Moon fully or partially blocks (" occults ") the Sun	
Q1604	where do mangos come from	D1522	Mango	D1522-1	The mango is native to South Asia , from where it has been distributed worldwide to become one of the most cultivated fruits in the tropics .	South Asia	South Asia	
Q1606	what latitude is tropic of cancer	D1524	Tropic of cancer	D1524-3	It currently (Year 2013) lies at 23° 26′ 15.143′′ north of the Equator.	23° 26′	23° 26′ 15.143′′ north of the Equator	
Q1607	what video format will play in a DVD player	D1525	DVD-Video	D1525-1	Discs using the DVD-Video specification require a DVD drive and an H.262/MPEG-2 Part 2 decoder (e.g., a DVD player, or a computer DVD drive with a software DVD player).	DVD-Video specification	H.262/MPEG-2 Part 2	
Q1610	what part of the government governs the US post office?	D1528	United States Postal Service	D1528-1	The United States Postal Service (USPS), also known as the Post Office and U.S. Mail, is an independent agency of the United States federal government responsible for providing postal service in the United States.	United States federal government	an independent agency of the United States federal government	
Q1611	what state is the capital in	D1529	List of capitals in the United States	D1529-0	Washington, D.C. has been the capital of the United States since 1800.	Washington, D.C	Washington, D.C	
Q1612	what are square diamonds called?	D1530	Princess cut	D1530-2	The face-up shape of the princess cut is square or rectangular and the profile or side-on shape is similar to that of an inverted pyramid with four beveled sides.	the princess cut	princess cut	
Q1614	what motor does a 2001 monte carlo	D1532	Chevrolet Monte Carlo	D1532-9	The Monte Carlo SS was revived from 2000 to 2007 and initially powered by 3.8-liter V6 (supercharged in 2004–2005), later to be replaced by a 5.3-liter V8 for 2006–2007.	3.8-liter V6	3.8-liter V6	
Q1615	where scottsdale?	D1533	Scottsdale, Arizona	D1533-0	Scottsdale ( O'odham Vaṣai S-vaṣonĭ; Yaqui Eskatel) is a city in the eastern part of Maricopa County, Arizona , United States , adjacent to Phoenix .	eastern part of Maricopa County, Arizona , United States	in the eastern part of Maricopa County, Arizona , United States , adjacent to Phoenix	
Q1616	who has brad pitt dated	D1534	Brad Pitt	D1534-11	Following a high-profile relationship with actress Gwyneth Paltrow , Pitt was married to actress Jennifer Aniston for five years.	Gwyneth Paltrow	Gwyneth Paltrow , Pitt was married to actress Jennifer Aniston	
Q1617	what is a dogs classification	D1535	Dog	D1535-0	The domestic dog (Canis lupus familiaris) is a subspecies of the gray wolf (Canis lupus), a member of the Canidae family of the mammalian order Carnivora .	a subspecies of the gray wolf (Canis lupus), a member of the Canidae family of the mammalian order Carnivora	The domestic dog (Canis lupus familiaris) is a subspecies of the gray wolf (Canis lupus), a member of the Canidae family of the mammalian order Carnivora	
Q1619	what year was President kennedy president?	D660	John F. Kennedy	D660-0	John Fitzgerald "Jack" Kennedy (May 29, 1917 – November 22, 1963), often referred to by his initials JFK, was the 35th President of the United States , serving from 1961 until his death in 1963.	1961 until his death in 1963	from 1961 until his death in 1963	
Q1620	who owns popeyes chicken	D1537	Popeyes Louisiana Kitchen	D1537-1	Often referred to as Popeyes and sometimes as Popeyes Chicken & Biscuits or Popeyes Chicken & Seafood, It was acquired by Sandy Springs, Georgia -based AFC Enterprises , originally America's Favorite Chicken Company, in 1993.	Sandy Springs	Sandy Springs	
Q1622	what nationality is wendy williams	D1539	Wendy Williams	D1539-0	Wendy Williams Hunter (born Wendy Joan Williams; July 18, 1964) is an American media personality , actress and author.	American	American	
Q1624	who said give me liberty or give me death	D1541	Give me Liberty, or give me Death!	D1541-0	Patrick Henry "Treason" speech before the House of Burgesses in an 1851 painting by Peter F. Rothermel	Patrick Henry	Patrick Henry	
Q1624	who said give me liberty or give me death	D1541	Give me Liberty, or give me Death!	D1541-1	"Give me liberty, or give me death!" is a quotation attributed to Patrick Henry from a speech he made to the Virginia Convention .	Patrick Henry	Patrick Henry	
Q1626	what president was theodore roosevelt	D1543	Theodore Roosevelt	D1543-1	Roosevelt, Jr. ( ; October 27, 1858—January 6, 1919) was the 26th President of the United States (1901–1909).	6th President of the United States	the 26th President of the United States (1901–1909)	
Q1628	who starred in webster	D1545	Webster (TV series)	D1545-2	The show stars Emmanuel Lewis in the title role as a young boy who, after losing his parents, is adopted by his NFL -pro godfather, portrayed by Alex Karras , and his new socialite wife, played by Susan Clark .	Emmanuel Lewis	The show stars Emmanuel Lewis in the title role as a young boy who, after losing his parents, is adopted by his NFL -pro godfather, portrayed by Alex Karras , and his new socialite wife, played by Susan Clark	
Q1630	what are the most known sports in america	D1547	Sports in the United States	D1547-1	Four of the nation's five most popular team sports were developed in North America: American football , baseball , basketball and ice hockey , whereas soccer was developed in England.	American football , baseball , basketball and ice hockey	American football , baseball , basketball and ice hockey , whereas soccer	
Q1630	what are the most known sports in america	D1547	Sports in the United States	D1547-2	The four Major leagues in the United States are the National Basketball Association (NBA), National Football League (NFL), Major League Baseball (MLB), the National Hockey League (NHL); all enjoy massive media exposure and are considered the preeminent competitions in their respective sports in the world.	National Basketball Association (NBA), National Football League (NFL), Major League Baseball (MLB), the National Hockey League (NHL)	National Basketball Association (NBA), National Football League (NFL), Major League Baseball (MLB), the National Hockey League (NHL)	
Q1633	what is a monarch to a monarchy	D1550	Monarchy	D1550-0	A monarchy is a form of government in which sovereignty is actually or nominally embodied in a single individual (the monarch ).	a form of government in which sovereignty is actually or nominally embodied in a single individual (the monarch )	A monarchy is a form of government in which sovereignty is actually or nominally embodied in a single individual (the monarch )	
Q1637	what is an "N.M?	D1554	Newton metre	D1554-0	A newton metre is a unit of torque (also called " moment ") in the SI system.	a unit of torque (also called " moment ") in the SI system	A newton metre is a unit of torque (also called " moment ") in the SI system	
Q1639	what is adem disease	D1556	Acute disseminated encephalomyelitis	D1556-0	Acute disseminated encephalomyelitis (ADEM) is an immune mediated disease of the brain .	an immune mediated disease of the brain	an immune mediated disease of the brain	
Q1639	what is adem disease	D1556	Acute disseminated encephalomyelitis	D1556-1	It usually occurs following a viral infection but may appear following vaccination , bacterial or parasitic infection, or even appear spontaneously.	occurs following a viral infection but may appear following vaccination , bacterial or parasitic infection, or even appear spontaneously	Acute disseminated encephalomyelitis	
Q1642	what year did john adams become  president?	D1559	John Adams	D1559-0	John Adams (October 30, 1735 ( O.S. October 19, 1735) – July 4, 1826) was the second president of the United States (1797–1801), having earlier served as the first vice president of the United States .	1797	1797	
Q1648	who created bing	D1565	Bing	D1565-0	Bing (known previously as Live Search, Windows Live Search, and MSN Search) is a web search engine (advertised as a " decision engine ") from Microsoft .	Microsoft	Microsoft	
Q1652	who made hubble telescope	D1569	Hubble Space Telescope	D1569-7	The HST was built by the United States space agency NASA , with contributions from the European Space Agency , and is operated by the Space Telescope Science Institute .	United States space agency NASA	by the United States space agency NASA , with contributions from the European Space Agency	
Q1653	what are anti inflammatories	D1570	Anti-inflammatory	D1570-0	Anti-inflammatory refers to the property of a substance or treatment that reduces inflammation .	the property of a substance or treatment that reduces inflammation	the property of a substance or treatment that reduces inflammation	
Q1656	who sang momma told me not to come	D1573	Mama Told Me Not to Come	D1573-0	"Mama Told Me (Not to Come)" is a song by Randy Newman written for Eric Burdon 's first solo album in 1966.	Randy Newman	Eric Burdon	
Q1659	when did andrea doria sink	D1576	SS Andrea Doria	D1576-1	Pronounced was an ocean liner for the Italian Line (Società di navigazione Italia) home ported in Genoa , Italy, most famous for its sinking in 1956, when 52 people died (51 from immediate impact).	1956	1956	
Q1660	what are dialysis tubes	D1577	Dialysis tubing	D1577-1	Dialysis tubing is a type of semi- or partially permeable membrane tubing made from regenerated cellulose or cellophane .	a type of semi- or partially permeable membrane tubing made from regenerated cellulose or cellophane	a type of semi- or partially permeable membrane tubing made from regenerated cellulose or cellophane	
Q1662	who designed the statue of liberty	D1578	Statue of Liberty	D1578-0	The Statue of Liberty (Liberty Enlightening the World; French: La Liberté éclairant le monde) is a neoclassical sculpture on Liberty Island in New York Harbor , designed by Frédéric Bartholdi and dedicated on October 28, 1886.	Frédéric Bartholdi	Frédéric Bartholdi	
Q1667	what is am 2201	D1583	AM-2201	D1583-0	AM-2201 (1-(5-fluoropentyl)-3-(1-naphthoyl)indole) is a research chemical that acts as a potent but nonselective full agonist for the cannabinoid receptor .	a research chemical that acts as a potent but nonselective full agonist for the cannabinoid receptor	a research chemical that acts as a potent but nonselective full agonist for the cannabinoid receptor	
Q1673	who wrote second corinthians	D1589	Second Epistle to the Corinthians	D1589-1	Paul the Apostle and "Timothy our brother" wrote this epistle to "the church of God which is at Corinth , with all the saints which are in all Achaia ".	Paul the Apostle and "Timothy our brother"	Paul the Apostle and "Timothy our brother"	
Q1675	who first synthesized heroin	D1591	Heroin	D1591-0	Heroin (diacetylmorphine or morphine diacetate ( INN )), also known as diamorphine ( BAN ), and colloquially as H, smack, horse, brown, black, tar, and other names, is an opioid analgesic synthesized by C.R. Alder Wright in 1874 by adding two acetyl groups to the molecule morphine , found in the opium poppy .	C.R. Alder Wright	C.R. Alder Wright	
Q1677	when did george washington died?	D1593	George Washington	D1593-0	George Washington ( – , 1799) was the first President of the United States (1789–1797), the commander-in-chief of the Continental Army during the American Revolutionary War , and one of the Founding Fathers of the United States .	1797	1799	
Q1677	when did george washington died?	D1593	George Washington	D1593-23	He retired from the presidency in 1797 and returned to his home, Mount Vernon , and his domestic life where he managed a variety of enterprises.	1797	NO_ANS	
Q1678	what is a wiki platform	D1594	Wiki	D1594-1	A wiki ( ) is a website which allows its users to add, modify, or delete its content via a web browser usually using a simplified markup language or a rich-text editor .	a website which allows its users to add, modify, or delete its content via a web browser usually using a simplified markup language or a rich-text editor	A wiki ( ) is a website which allows its users to add, modify, or delete its content via a web browser usually using a simplified markup language or a rich-text editor	
Q1683	what are four thirds cameras	D1599	Four Thirds system	D1599-1	The Four Thirds system is a standard created by Olympus and Kodak for digital single-lens reflex camera (DSLR) design and development.<ref name='DPReview.com 2001-02-13'>	a standard created by Olympus and Kodak for digital single-lens reflex camera (DSLR) design and development	a standard created by Olympus and Kodak for digital single-lens reflex camera (DSLR) design and development	
Q1686	who plays dumbledore in harry potter 6	D1287	Albus Dumbledore	D1287-4	After Harris' death, Michael Gambon portrayed Dumbledore for all of the remaining films.	Michael Gambon	Michael Gambon	
Q1689	what type of land is savannah	D1603	Savanna	D1603-1	A savanna, or savannah, is a grassland ecosystem characterized by the trees being sufficiently widely spaced so that the canopy does not close.	a grassland ecosystem	a grassland ecosystem characterized by the trees being sufficiently widely spaced so that the canopy does not close	
Q1691	who wrote  nature boy	D1605	Nature Boy	D1605-0	"Nature Boy" is a song by Eden Ahbez , published in 1947.	Eden Ahbez	Eden Ahbez	
Q1695	who set the world record for women for high jump	D1608	High jump	D1608-4	Stefka Kostadinova ( Bulgaria ) has held the women's world record at since 1987, also the longest-held record in the event.	Stefka Kostadinova	Stefka Kostadinova	
Q1698	when did playstation 3 first launch	D1611	PlayStation 3 launch	D1611-0	The launch of the PlayStation 3 into the Japanese market on 10 November 2006 marked the second major seventh generation entertainment system to be released.	10 November 2006	10 November 2006	
Q1701	where does ground pepper come from	D473	Black pepper	D473-0	Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae , cultivated for its fruit , which is usually dried and used as a spice and seasoning .	family Piperaceae	a flowering vine in the family Piperaceae , cultivated for its fruit	
Q1701	where does ground pepper come from	D473	Black pepper	D473-3	Black pepper is native to south India , and is extensively cultivated there and elsewhere in tropical regions.	tropical regions	south India	
Q1701	where does ground pepper come from	D473	Black pepper	D473-4	Currently Vietnam is the world's largest producer and exporter of pepper, producing 34% of the world's Piper nigrum crop as of 2008.	Vietnam	Vietnam	
Q1707	what type of ecosystem does stingrays live in	D1618	Stingray	D1618-6	Stingrays are common in coastal tropical and subtropical marine waters throughout the world, and also includes species found in warmer temperate oceans, such as Dasyatis thetidis , and those found in the deep ocean , such as Plesiobatis daviesi .	coastal tropical and subtropical marine waters	coastal tropical and subtropical marine waters	
Q1708	who wrote the song cocaine	D1619	Cocaine (song)	D1619-0	"Cocaine" is a song written and recorded by JJ Cale in 1976, but also known as a cover version recorded by Eric Clapton .	JJ Cale	JJ Cale	
Q1710	when did pearl harbor get bombed	D1621	Attack on Pearl Harbor	D1621-0	The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan).	December 7, 1941	the morning of December 7, 1941 (December 8 in Japan)	
Q1712	what religion is primary in africa?	D1623	Religion in Africa	D1623-1	The continent's various populations and individuals are mostly adherents of Christianity or Islam .	Christianity or Islam	Christianity or Islam	
Q1713	who won season 2 of project runway	D1624	Project Runway (season 2)	D1624-4	The winning designer, Chloe Dao , received $100,000 in seed money to help launch her own line, a 2007 Saturn Sky roadster, a spread in ELLE magazine, and a mentorship with the Banana Republic Design Team.	Chloe Dao	Chloe Dao	
Q1714	when did marlins start	D1625	Miami Marlins	D1625-2	The Miami Marlins began play in the 1993 season as the Florida Marlins.	1993	1993	
Q1715	what is a mule in coins	D1626	Mule (coin)	D1626-1	In numismatics , a mule is a coin or medal minted with obverse and reverse designs not normally seen on the same piece.	a coin or medal minted with obverse and reverse designs not normally seen on the same piece	a coin or medal minted with obverse and reverse designs not normally seen on the same piece	
Q1716	where do dungeness crab live	D1627	Dungeness crab	D1627-0	The Dungeness crab, Metacarcinus magister (formerly Cancer magister), is a species of crab that inhabits eelgrass beds and water bottoms on the west coast of North America .	the west coast of North America	the west coast of North America	
Q1720	who plays mary poppins in the movie	D1630	Mary Poppins (film)	D1630-0	Mary Poppins is a 1964 musical film starring Julie Andrews , Dick Van Dyke , David Tomlinson , and Glynis Johns , produced by Walt Disney , and based on the Mary Poppins books series by P. L. Travers .	Julie Andrews , Dick Van Dyke , David Tomlinson , and Glynis Johns	Julie Andrews	
Q1721	what is an arc in a story plot	D1631	Story arc	D1631-0	A story arc is an extended or continuing storyline in episodic storytelling media such as television , comic books , comic strips , boardgames , video games , and in some cases, films .	an extended or continuing storyline in episodic storytelling media such as television , comic books , comic strips , boardgames , video games , and in some cases, films	an extended or continuing storyline in episodic storytelling media such as television , comic books , comic strips , boardgames , video games , and in some cases, films	
Q1722	What are the different translations for the Bible	D1632	Bible translations	D1632-0	The Bible has been translated into many languages from the biblical languages of Hebrew , Aramaic and Greek .	the biblical languages of Hebrew , Aramaic and Greek	NO_ANS	
Q1722	What are the different translations for the Bible	D1632	Bible translations	D1632-1	The full Bible has been translated into 518 languages, and 2798 languages have at least some portion of the Bible.	518 languages, and 2798 languages have at least some portion of the Bible	NO_ANS	
Q1723	when does black friday start for christmas	D1633	Black Friday (shopping)	D1633-0	Black Friday is the day following Thanksgiving Day in the United States , often regarded as the beginning of the Christmas shopping season.	the day following Thanksgiving Day	the day following Thanksgiving Day in the United States	
Q1723	when does black friday start for christmas	D1633	Black Friday (shopping)	D1633-8	This was taken to a new extreme in 2011, when several retailers (including Target , Kohl's , Macy's , Best Buy , and Bealls ) opened at midnight for the first time.	NO_ANS	midnight	
Q1723	when does black friday start for christmas	D1633	Black Friday (shopping)	D1633-9	In 2012, Walmart and several other retailers announced that they would open most of their stores at 8:00 p.m. on Thanksgiving Day (except in states where opening on Thanksgiving is prohibited due to blue laws , such as Massachusetts where they still opened around midnight), prompting calls for a walkout among some workers.	8:00 p.m. on Thanksgiving Day	:00 p.m. on Thanksgiving Day	
Q1727	who sang what a wonderful world	D169	What a Wonderful World	D169-1	It was first recorded by Louis Armstrong and released as a single in 1967.	Louis Armstrong	Louis Armstrong	
Q1728	what month is the president inaugurated	D1637	United States presidential inauguration	D1637-3	The day a presidential inauguration occurs is known as "Inauguration Day" and occurs on January 20 (or 21st if the 20th is a Sunday).	January	January	
Q1730	when did Emperor Justinian die	D1639	Justinian I	D1639-0	Justinian I () (, ) (c. 482 – 14 November 565), commonly known as Justinian the Great, was Byzantine Emperor from 527 to 565.	c. 482 – 14 November 565	14 November 565	
Q1734	what movement was elizabeth cady stanton a part of	D1643	Elizabeth Cady Stanton	D1643-1	Elizabeth Cady Stanton (November 12, 1815 – October 26, 1902) was an American social activist , abolitionist, and leading figure of the early women's rights movement .	the early women's rights movement	the early women's rights movement	
Q1734	what movement was elizabeth cady stanton a part of	D1643	Elizabeth Cady Stanton	D1643-2	Her Declaration of Sentiments , presented at the first women's rights convention held in 1848 in Seneca Falls , New York , is often credited with initiating the first organized women's rights and women's suffrage movements in the United States.	women's rights and women's suffrage movements	the first organized women's rights and women's suffrage movements in the United States	
Q1738	what radio station are the boston bruins on?	D1647	Boston Bruins Radio Network	D1647-0	The Boston Bruins Radio Network is a 25-station (17 A.M., 8 F.M. plus 2 F.M. translators) CBS Radio network which carries live game broadcasts of the Boston Bruins .	CBS Radio network	a 25-station (17 A.M., 8 F.M. plus 2 F.M. translators) CBS Radio network	
Q1738	what radio station are the boston bruins on?	D1647	Boston Bruins Radio Network	D1647-1	The network's flagship station is WBZ-FM /98.5- Boston, Massachusetts .	WBZ-FM /98.5- Boston, Massachusetts	WBZ-FM /98.5	
Q1739	when did ms .drgs go into effect	D418	Diagnosis-related group	D418-7	DRGs have been used in the US since 1982 to determine how much Medicare pays the hospital for each "product", since patients within each category are clinically similar and are expected to use the same level of hospital resources.	1982	1982	
Q1741	what are the characteristics of an ethnic group	D1649	Ethnic group	D1649-4	Ethnicity or ethnic group is a socially defined category based on common culture or nationality .	a socially defined category based on common culture or nationality	common culture or nationality	
Q1741	what are the characteristics of an ethnic group	D1649	Ethnic group	D1649-5	Ethnicity can, but does not have to, include common ancestry , appearance , cuisine , dressing style, heritage , history , language or dialect , religion , symbols , traditions , or other cultural factor.	common ancestry , appearance , cuisine , dressing style, heritage , history , language or dialect , religion , symbols , traditions , or other cultural factor	common ancestry , appearance , cuisine , dressing style, heritage , history , language or dialect , religion , symbols , traditions , or other cultural factor	
Q1741	what are the characteristics of an ethnic group	D1649	Ethnic group	D1649-6	Ethnic identity is constantly reinforced through common characteristics which set the group apart from other groups.	common characteristics which set the group apart from other groups	NO_ANS	
Q1746	what mountains are on appalachian trail	D1654	Appalachian Trail	D1654-0	The Appalachian National Scenic Trail, generally known as the Appalachian Trail or simply the A.T., is a marked hiking trail in the eastern United States extending between Springer Mountain in Georgia and Mount Katahdin in Maine .	Springer Mountain in Georgia and Mount Katahdin in Maine	Springer Mountain in Georgia and Mount Katahdin in Maine	
Q1748	what are add ons	D1655	Add-on	D1655-1	Plug-in (computing) , a piece of software which enhances another software application and usually cannot be run independently	a piece of software which enhances another software application and usually cannot be run independently	Plug-in (computing) , a piece of software which enhances another software application and usually cannot be run independently	
Q1748	what are add ons	D1655	Add-on	D1655-2	Browser extension , which modifies the interface and/or behavior of web browsers	modifies the interface and/or behavior of web browsers	Browser extension , which modifies the interface and/or behavior of web browsers	
Q1748	what are add ons	D1655	Add-on	D1655-3	Add-on (Mozilla) , a piece of software that enhances and customizes Mozilla-based applications	a piece of software that enhances and customizes Mozilla-based applications	Add-on (Mozilla) , a piece of software that enhances and customizes Mozilla-based applications	
Q1748	what are add ons	D1655	Add-on	D1655-4	Add-ons for Firefox (addons.mozilla.org), the official Mozilla Foundation web site which serves as a repository of add-ons for Mozilla-based applications	serves as a repository of add-ons for Mozilla-based applications	Add-ons for Firefox (addons.mozilla.org), the official Mozilla Foundation web site which serves as a repository of add-ons for Mozilla-based applications	
Q1748	what are add ons	D1655	Add-on	D1655-5	Peripheral , an optional computer hardware component that significantly supplements or enhances the functionality of the original unit	an optional computer hardware component that significantly supplements or enhances the functionality of the original unit	Peripheral , an optional computer hardware component that significantly supplements or enhances the functionality of the original unit	
Q1748	what are add ons	D1655	Add-on	D1655-6	Video game accessory , a piece of hardware used in conjunction with a video game console for playing video games	a piece of hardware used in conjunction with a video game console for playing video games	Video game accessory , a piece of hardware used in conjunction with a video game console for playing video games	
Q1749	what would be the deliverables	D1656	Deliverable	D1656-1	A deliverable could be a report, a document, a server upgrade or any other building block of an overall project.	a report, a document, a server upgrade or any other building block of an overall project	a report, a document, a server upgrade or any other building block of an overall project	
Q1751	what are club seats	D1658	Club seating	D1658-2	They are usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes.	right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes	usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes	
Q1751	what are club seats	D1658	Club seating	D1658-3	Club Level seating is considered as higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes.	higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes	higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes	
Q1754	what school did oprah winfrey help	D1661	Oprah Winfrey Leadership Academy for Girls	D1661-0	The Oprah Winfrey Leadership Academy for Girls - South Africa is a female boarding school founded in January 2007 and located in Henley on Klip near Meyerton , south of Johannesburg , South Africa .	The Oprah Winfrey Leadership Academy for Girls - South Africa	The Oprah Winfrey Leadership Academy for Girls	
Q1757	when did scott pilgrim come out	D1664	Scott Pilgrim vs. the World	D1664-0	Scott Pilgrim vs. the World is a 2010 American comedy film directed by Edgar Wright , based on the graphic novel series Scott Pilgrim by Bryan Lee O'Malley .	2010	2010	
Q1760	what is a google in math	D1667	Googol	D1667-0	A googol is the large number 10100; that is, the digit 1 followed by 100 zeroes :	the large number 10100	A googol is the large number 10100; that is, the digit 1 followed by 100 zeroes	
Q1763	what structure is disulfide bonds	D1670	Disulfide bond	D1670-0	In chemistry , a disulfide bond (Br.E. disulphide bond) is a covalent bond , usually derived by the coupling of two thiol groups .	a covalent bond , usually derived by the coupling of two thiol groups	NO_ANS	
